Log,cp_temperature,mixer_temperature_Funnel_outlet,ac_flowrate,cp_pressure,cp_flowrate,mixer_speed_M2,mixer_temperature_Funnel_plate,mixer_pressure,mixer_motor_temperature_M1,mixer_torque_M1,mixer_motor_temperature_M2,mixer_torque_M2,mixer_temperature_Funnel,mixer_speed_M1,Time
1037,0.0,26.1,51.8,0.613,1.5,120.544,28.3,0.255,33.8,4.078,37.4,3.965,25.2,120.544,11:39:40.043
1038,0.0,26.1,51.8,0.659,1.5,119.527,28.3,0.212,34.1,4.191,37.4,3.021,25.2,119.527,11:39:41.214
1039,0.0,28.2,51.8,0.608,1.5,119.971,29.8,0.26,34.3,2.945,37.0,4.531,25.2,119.971,11:39:42.381
1040,0.0,26.1,51.8,0.598,1.5,118.403,28.3,0.283,33.4,4.116,37.6,3.549,25.2,118.403,11:39:43.553
1041,0.0,26.1,51.8,0.564,1.5,120.586,28.3,0.259,33.6,3.172,37.6,3.059,25.2,120.586,11:39:44.738
1042,0.0,28.2,51.8,0.591,1.5,119.938,29.7,0.28,34.9,4.04,37.2,4.342,25.2,119.938,11:39:45.911
1043,0.0,26.1,51.8,0.597,1.5,119.707,28.3,0.299,34.3,3.436,37.2,4.191,26.7,119.707,11:39:47.080
1044,0.0,26.1,51.8,0.612,1.5,120.021,28.3,0.271,34.1,3.549,37.2,2.756,25.2,120.021,11:39:48.248
1045,0.0,26.1,51.8,0.569,1.5,120.503,28.3,0.291,34.5,3.285,37.4,4.191,25.2,120.503,11:39:49.431
1046,0.0,26.1,51.8,0.579,1.5,120.052,28.3,0.27,34.5,2.908,37.2,3.814,26.7,120.052,11:39:50.599
1047,0.0,28.2,51.8,0.615,1.5,120.079,29.7,0.348,34.1,3.247,37.4,3.474,25.2,120.079,11:39:51.767
1048,0.0,26.1,51.8,0.641,1.5,120.033,28.3,0.284,34.1,3.21,37.2,3.398,25.2,120.033,11:39:52.937
1049,0.0,26.1,51.8,0.588,1.5,119.614,28.3,0.36,34.3,3.247,37.2,4.456,25.2,119.614,11:39:54.122
1050,0.0,28.2,51.8,0.563,1.5,120.019,29.7,0.256,34.1,4.191,37.6,3.625,25.2,120.019,11:39:55.286
1051,0.0,26.1,51.8,0.586,1.5,120.397,28.3,0.242,34.9,3.663,37.2,4.078,25.2,120.397,11:39:56.455
1052,0.0,26.1,51.8,0.548,1.5,119.522,28.3,0.276,34.7,2.341,37.2,4.191,25.2,119.522,11:39:57.626
1053,0.0,28.2,51.8,0.588,1.5,119.101,29.7,0.31,34.5,4.229,37.2,3.285,25.2,119.101,11:39:58.800
1054,0.0,26.1,51.8,0.613,1.5,119.914,28.3,0.288,34.7,3.889,37.4,3.7,26.7,119.914,11:39:59.988
1055,0.0,28.2,51.8,0.596,1.5,120.243,29.7,0.283,33.8,4.04,37.4,4.531,25.2,120.243,11:40:01.158
1056,0.0,26.1,51.8,0.554,1.5,120.128,28.3,0.24,34.3,3.361,37.2,4.267,26.7,120.128,11:40:02.343
1057,0.0,28.2,51.8,0.586,1.5,120.085,29.7,0.278,34.7,3.247,37.2,3.436,25.2,120.085,11:40:03.528
1058,0.0,26.1,51.8,0.576,1.5,119.238,28.3,0.271,34.1,4.078,37.2,3.398,25.2,119.238,11:40:04.705
1059,0.0,26.1,51.8,0.586,1.5,119.818,28.3,0.269,34.5,3.21,37.2,4.644,25.2,119.818,11:40:05.878
1060,0.0,26.1,51.8,0.608,1.5,120.026,29.7,0.281,34.3,3.134,37.2,3.852,25.2,120.026,11:40:07.049
1061,0.0,26.1,51.8,0.586,1.5,119.919,28.3,0.313,34.5,5.211,37.6,3.134,25.2,119.919,11:40:08.220
1062,0.0,26.1,51.8,0.621,1.5,121.629,28.3,0.275,34.1,3.549,37.2,3.436,25.2,121.629,11:40:09.389
1063,0.0,26.1,51.8,0.624,1.5,120.263,29.8,0.328,34.7,2.681,37.2,4.154,25.2,120.263,11:40:10.566
1064,0.0,28.2,51.8,0.584,1.5,120.396,28.3,0.233,34.9,3.7,37.2,3.247,25.2,120.396,11:40:11.755
1065,0.0,26.1,51.8,0.638,1.5,119.674,29.8,0.284,34.5,3.889,37.2,4.342,25.2,119.674,11:40:12.925
1066,0.0,26.1,51.8,0.553,1.5,120.056,28.3,0.259,34.1,3.059,37.4,3.776,25.2,120.056,11:40:14.092
1067,0.0,28.2,51.8,0.592,1.5,119.689,29.7,0.255,33.6,4.116,37.4,3.361,25.2,119.689,11:40:15.282
1068,0.0,26.1,51.8,0.605,1.5,120.043,28.3,0.276,34.1,4.154,37.4,3.927,25.2,120.043,11:40:16.469
1069,0.0,28.2,51.8,0.625,1.5,120.037,28.3,0.266,34.5,2.643,37.2,4.04,25.2,120.037,11:40:17.639
1070,0.0,26.1,51.8,0.607,1.5,120.709,28.3,0.265,34.1,4.758,37.4,3.738,25.2,120.709,11:40:18.825
1071,0.0,26.1,51.8,0.61,1.5,120.074,28.3,0.276,34.7,3.323,37.6,3.021,26.7,120.074,11:40:20.001
1072,0.0,26.2,51.8,0.638,1.5,120.781,29.8,0.264,34.3,3.134,37.0,3.663,25.2,120.781,11:40:21.177
1073,0.0,26.2,51.8,0.574,1.5,120.051,28.3,0.304,34.5,3.134,37.2,4.682,26.7,119.955,11:40:22.362
1074,0.0,26.2,51.8,0.597,1.5,120.78,29.8,0.305,34.1,3.059,37.2,3.549,25.2,120.78,11:40:23.545
1075,0.0,26.2,51.8,0.61,1.5,120.812,28.3,0.323,34.3,3.625,37.2,3.096,26.6,120.812,11:40:24.717
1076,0.0,28.2,51.8,0.61,1.5,120.388,28.3,0.269,34.3,3.625,37.2,4.116,25.2,120.388,11:40:25.898
1077,0.0,26.2,51.8,0.607,1.5,120.354,28.3,0.286,34.7,2.945,37.4,4.04,25.2,120.354,11:40:27.076
1078,0.0,28.2,51.8,0.613,1.5,119.5,28.3,0.26,34.1,3.134,37.2,3.361,25.2,119.5,11:40:28.248
1079,0.0,26.2,51.8,0.629,1.5,119.665,28.3,0.275,34.7,3.549,37.0,3.096,25.2,119.665,11:40:29.439
1080,0.0,28.2,51.8,0.598,1.5,119.88,28.3,0.284,34.3,2.454,37.2,4.003,25.2,119.88,11:40:30.626
1081,0.0,26.2,51.8,0.573,1.5,120.399,29.8,0.294,34.7,4.305,37.2,3.398,25.2,120.399,11:40:31.791
1082,0.0,26.2,51.8,0.601,1.5,119.609,28.3,0.293,34.3,3.663,37.2,3.587,25.2,119.609,11:40:32.962
1083,0.0,28.2,51.8,0.605,1.5,118.311,29.8,0.295,34.1,4.909,37.4,4.682,25.2,118.311,11:40:34.147
1084,0.0,26.2,51.8,0.586,1.5,119.869,28.3,0.271,34.9,3.625,37.4,4.154,26.7,119.869,11:40:35.348
1085,0.0,26.2,51.8,0.601,1.5,119.541,29.8,0.281,34.1,4.305,37.2,3.21,25.2,119.541,11:40:36.532
1086,0.0,28.2,51.8,0.62,1.5,120.204,28.3,0.269,34.1,2.908,37.2,2.756,25.2,120.204,11:40:37.734
1087,0.0,26.2,51.8,0.573,1.5,119.865,29.8,0.28,34.3,4.418,37.4,4.191,25.2,119.865,11:40:38.906
1088,0.0,26.2,51.8,0.624,1.5,120.106,28.3,0.245,34.3,3.436,37.2,4.04,26.7,120.106,11:40:40.081
1089,0.0,28.3,51.8,0.654,1.5,119.813,28.3,0.288,34.1,3.285,37.2,2.643,25.2,119.813,11:40:41.251
1090,0.0,26.2,51.8,0.558,1.5,120.146,28.3,0.321,34.5,3.776,37.2,3.776,25.2,120.146,11:40:42.438
1091,0.0,28.3,51.8,0.621,1.5,119.96,28.3,0.289,34.9,2.719,37.2,2.87,25.2,119.96,11:40:43.608
1092,0.0,26.2,51.8,0.591,1.5,119.743,29.8,0.281,34.7,4.493,37.8,3.172,25.2,119.743,11:40:44.793
1093,0.0,26.2,51.8,0.593,1.5,119.696,28.3,0.27,34.1,4.003,37.8,3.965,26.7,119.696,11:40:45.961
1094,0.0,28.2,51.8,0.607,1.5,119.773,28.3,0.303,34.7,2.53,37.2,3.436,25.2,119.773,11:40:47.132
1095,0.0,26.2,51.8,0.568,1.5,120.486,28.3,0.283,35.1,3.285,37.4,4.04,25.2,120.486,11:40:48.316
1096,0.0,26.2,51.8,0.587,1.5,120.117,28.3,0.31,34.3,3.474,37.6,3.814,25.2,120.117,11:40:49.501
1097,0.0,26.2,51.8,0.592,1.5,119.583,29.8,0.308,33.6,3.398,37.6,3.663,25.2,119.583,11:40:50.672
1098,0.0,28.2,51.8,0.625,1.5,120.291,28.3,0.333,34.1,3.512,37.2,3.398,25.2,120.291,11:40:51.861
1099,0.0,26.1,51.8,0.586,1.5,120.034,28.3,0.299,35.1,2.454,37.2,4.116,25.2,120.034,11:40:53.052
1100,0.0,26.2,51.8,0.569,1.5,121.971,28.3,0.286,34.1,3.059,37.4,2.908,25.2,121.971,11:40:54.241
1101,0.0,26.2,51.8,0.591,1.5,120.108,28.3,0.276,34.7,3.889,37.2,4.003,25.2,120.108,11:40:55.412
1102,0.0,28.3,51.8,0.551,1.5,119.9,28.3,0.326,34.5,3.021,37.4,3.361,25.2,119.9,11:40:56.598
1103,0.0,26.2,51.8,0.592,1.5,120.07,28.3,0.261,35.3,3.587,37.4,3.889,26.7,120.07,11:40:57.801
1104,0.0,26.2,51.8,0.571,1.5,120.702,29.7,0.309,34.1,3.852,37.2,3.436,25.2,120.702,11:40:58.986
1105,0.0,28.3,51.8,0.608,1.5,119.891,28.3,0.31,34.5,3.852,37.8,3.285,26.7,119.891,11:41:00.172
1106,0.0,26.2,51.8,0.568,1.5,120.22,29.7,0.343,34.1,3.587,37.4,3.549,25.2,120.22,11:41:01.360
1107,0.0,26.2,51.8,0.593,1.5,120.187,28.3,0.289,34.1,3.398,37.0,3.361,25.2,120.187,11:41:02.532
1108,0.0,26.2,51.8,0.598,1.5,120.213,29.7,0.276,34.9,4.078,37.4,3.059,25.2,120.213,11:41:03.718
1109,0.0,26.2,51.8,0.596,1.5,119.253,28.3,0.294,34.1,4.531,37.0,3.852,25.2,119.253,11:41:04.901
1110,0.0,26.2,51.8,0.602,1.5,119.795,28.3,0.284,34.5,3.398,37.8,3.889,25.2,119.795,11:41:06.074
1111,0.0,26.2,51.8,0.61,1.5,119.565,28.3,0.273,34.7,3.965,37.4,3.361,25.2,119.565,11:41:07.261
1112,0.0,26.2,51.8,0.533,1.5,118.573,28.3,0.304,34.1,4.38,37.6,4.116,25.2,118.573,11:41:08.447
1113,0.0,26.2,51.8,0.664,1.5,119.383,28.3,0.28,34.7,2.719,37.2,3.474,25.2,119.383,11:41:09.634
1114,0.0,26.2,51.8,0.631,1.5,120.319,29.7,0.245,34.5,3.323,37.4,3.549,25.2,120.319,11:41:10.824
1115,0.0,26.2,51.8,0.626,1.5,121.086,28.3,0.278,34.7,3.285,37.6,4.758,25.2,121.086,11:41:12.006
1116,0.0,26.2,51.8,0.558,1.5,118.485,28.3,0.323,34.1,4.191,37.6,3.474,25.2,118.485,11:41:13.176
1117,0.0,26.2,51.8,0.548,1.5,120.076,29.7,0.264,34.7,3.7,37.2,3.587,25.2,120.076,11:41:14.362
1118,0.0,28.3,51.8,0.629,1.5,119.91,28.3,0.308,34.3,4.871,37.2,3.436,26.7,119.91,11:41:15.534
1119,0.0,26.2,51.8,0.588,1.5,120.1,29.7,0.291,34.1,4.493,37.2,3.512,25.2,120.1,11:41:16.713
1120,0.0,28.2,51.8,0.636,1.5,119.907,28.3,0.289,34.1,4.116,37.4,4.04,26.7,119.907,11:41:17.901
1121,0.0,26.2,51.8,0.576,1.5,120.179,29.7,0.327,34.3,2.832,37.6,4.456,25.2,120.179,11:41:19.091
1122,0.0,28.3,51.8,0.605,1.5,119.867,28.3,0.254,34.1,3.512,37.2,2.832,25.2,119.867,11:41:20.261
1123,0.0,26.2,51.8,0.581,1.5,120.152,29.7,0.295,34.3,3.738,37.4,3.852,25.2,120.152,11:41:21.448
1124,0.0,28.2,51.8,0.634,1.5,119.735,28.3,0.317,34.1,2.983,37.2,4.191,26.7,119.735,11:41:22.639
1125,0.0,26.2,51.8,0.574,1.5,120.172,29.7,0.3,34.9,3.965,37.8,3.398,25.2,120.172,11:41:23.823
1126,0.0,26.2,51.8,0.601,1.5,120.059,28.2,0.273,34.1,3.965,37.4,3.7,25.2,120.059,11:41:25.026
1127,0.0,28.3,51.8,0.591,1.5,119.747,28.3,0.269,34.7,3.134,37.6,2.719,26.7,119.747,11:41:26.242
1128,0.0,26.2,51.8,0.591,1.5,120.359,28.3,0.27,34.1,4.154,37.2,3.889,25.2,120.359,11:41:27.412
1129,0.0,28.3,51.8,0.593,1.5,120.309,28.3,0.289,34.1,2.643,37.2,3.549,26.7,120.309,11:41:28.595
1130,0.0,26.2,51.8,0.653,1.5,120.672,29.7,0.27,34.7,3.663,37.6,3.436,25.2,120.672,11:41:29.781
1131,0.0,28.3,51.8,0.619,1.5,119.784,28.3,0.273,34.1,3.852,37.4,3.21,26.7,119.784,11:41:30.965
1132,0.0,26.2,51.8,0.608,1.5,119.517,29.7,0.298,34.7,3.776,37.2,3.398,25.2,119.517,11:41:32.153
1133,0.0,28.3,51.8,0.584,1.5,120.126,28.3,0.275,34.7,3.549,37.2,3.625,26.7,120.126,11:41:33.338
1134,0.0,26.2,51.8,0.588,1.5,119.633,29.7,0.276,34.5,4.267,37.6,3.134,25.2,119.633,11:41:34.526
1135,0.0,26.2,51.8,0.629,1.5,120.16,28.3,0.261,34.9,3.436,37.2,2.945,26.7,120.503,11:41:35.714
1136,0.0,26.2,51.8,0.603,1.5,119.945,29.7,0.26,33.8,4.569,37.4,4.607,25.2,119.945,11:41:36.894
1137,0.0,28.3,51.8,0.603,1.5,121.847,28.3,0.284,34.3,2.908,37.8,4.342,26.7,121.847,11:41:38.077
1138,0.0,26.2,51.8,0.601,1.5,121.014,29.8,0.273,34.5,3.134,37.4,3.474,25.2,121.014,11:41:39.262
1139,0.0,28.3,51.8,0.593,1.5,120.344,28.3,0.276,34.1,3.549,37.2,3.361,26.7,120.344,11:41:40.447
1140,0.0,26.2,51.8,0.667,1.5,119.434,29.8,0.276,34.3,3.512,37.6,3.965,25.2,119.434,11:41:41.648
1141,0.0,26.2,51.8,0.626,1.5,120.036,28.3,0.284,34.9,4.191,37.8,3.663,26.7,120.036,11:41:42.828
1142,0.0,26.2,51.8,0.582,1.5,119.605,29.8,0.286,34.7,4.493,37.6,3.889,25.2,119.605,11:41:44.012
1143,0.0,26.2,51.8,0.619,1.5,119.742,28.3,0.266,34.7,3.361,37.2,3.096,26.7,119.742,11:41:45.198
1144,0.0,26.2,51.8,0.62,1.5,120.204,29.8,0.275,34.3,2.908,37.8,4.267,25.2,120.204,11:41:46.382
1145,0.0,28.2,51.8,0.598,1.5,120.436,28.3,0.288,33.8,3.814,37.4,3.549,25.2,120.436,11:41:47.550
1146,0.0,26.2,51.8,0.612,1.5,119.459,29.8,0.27,34.7,4.38,37.4,3.134,25.2,119.459,11:41:48.753
1147,0.0,26.2,51.8,0.601,1.5,119.972,28.3,0.276,34.3,4.003,37.6,4.003,25.2,119.972,11:41:49.938
1148,0.0,28.2,51.8,0.574,1.5,119.862,28.3,0.273,34.9,2.568,37.4,3.398,25.2,119.862,11:41:51.120
1149,0.0,26.2,51.8,0.587,1.5,121.242,28.3,0.265,34.3,2.643,37.2,3.587,25.2,121.242,11:41:52.304
1150,0.0,28.3,51.8,0.62,1.5,119.92,28.3,0.265,34.7,3.096,37.4,3.587,25.2,119.92,11:41:53.494
1151,0.0,26.2,51.8,0.605,1.5,119.38,28.3,0.3,34.1,3.361,37.2,4.078,25.2,119.38,11:41:54.674
1152,0.0,26.2,51.8,0.612,1.5,119.93,29.8,0.243,34.7,3.814,37.6,3.134,25.2,119.93,11:41:55.861
1153,0.0,26.2,51.8,0.568,1.5,120.586,28.3,0.294,34.5,3.549,37.8,3.549,25.2,120.586,11:41:57.051
1154,0.0,28.2,51.8,0.592,1.5,119.803,28.3,0.294,34.3,3.398,37.8,2.643,25.2,119.803,11:41:58.245
1155,0.0,26.2,51.8,0.605,1.5,119.954,29.8,0.25,34.7,3.738,37.8,3.889,25.2,119.954,11:41:59.443
1156,0.0,26.2,51.8,0.584,1.5,119.663,28.3,0.255,35.1,2.605,37.4,3.738,26.7,119.663,11:42:00.630
1157,0.0,26.2,51.8,0.576,1.5,119.576,29.8,0.291,34.5,3.21,37.4,3.285,25.2,119.576,11:42:01.812
1158,0.0,26.2,51.8,0.564,1.5,119.729,28.3,0.286,34.7,3.927,37.2,3.663,26.6,119.729,11:42:02.996
1159,0.0,26.2,51.8,0.626,1.5,119.691,29.8,0.271,34.5,3.285,38.0,3.474,25.2,119.691,11:42:04.179
1160,0.0,26.2,51.8,0.64,1.5,119.99,28.3,0.299,34.3,3.059,37.2,3.927,26.6,119.99,11:42:05.378
1161,0.0,26.2,51.8,0.612,1.5,119.121,29.8,0.284,34.5,3.474,37.8,4.456,25.2,119.121,11:42:06.562
1162,0.0,26.2,51.8,0.592,1.5,120.102,28.3,0.281,34.5,3.21,37.6,2.643,26.6,120.102,11:42:07.744
1163,0.0,26.2,51.8,0.581,1.5,120.267,29.8,0.288,34.7,4.154,37.4,3.285,25.2,120.267,11:42:08.930
1164,0.0,26.2,51.8,0.565,1.5,119.688,28.3,0.264,34.5,3.021,37.8,3.927,26.6,119.688,11:42:10.113
1165,0.0,26.2,51.8,0.616,1.5,120.492,29.8,0.273,34.5,3.361,37.8,3.323,25.2,120.492,11:42:11.299
1166,0.0,26.2,51.8,0.588,1.5,119.508,28.3,0.286,34.5,4.229,37.2,3.474,26.6,119.508,11:42:12.477
1167,0.0,28.3,51.8,0.613,1.5,119.476,28.3,0.313,34.9,3.512,37.8,3.323,25.2,119.476,11:42:13.676
1168,0.0,28.3,51.8,0.597,1.5,119.547,28.3,0.27,34.1,3.852,37.2,3.625,25.2,119.547,11:42:14.912
1169,0.0,26.2,51.8,0.584,1.5,120.598,28.3,0.265,34.1,2.719,38.0,3.7,25.1,120.598,11:42:16.091
1170,0.0,28.3,51.8,0.591,1.5,120.275,28.3,0.27,34.1,3.7,37.2,3.927,25.1,120.275,11:42:17.284
1171,0.0,26.2,51.8,0.586,1.5,120.801,28.3,0.313,34.3,3.852,37.2,3.814,25.1,120.801,11:42:18.469
1172,0.0,26.2,51.8,0.558,1.5,119.587,28.3,0.281,34.5,3.625,37.6,3.625,25.1,119.587,11:42:19.654
1173,0.0,26.2,51.8,0.62,1.5,119.765,28.3,0.291,34.9,3.776,37.6,3.852,25.1,119.765,11:42:20.836
1174,0.0,26.2,51.8,0.591,1.5,118.261,28.3,0.265,34.5,5.135,37.6,3.285,26.6,118.261,11:42:22.034
1175,0.0,26.2,51.8,0.592,1.5,120.34,29.7,0.291,35.1,3.625,37.8,2.983,25.1,120.34,11:42:23.219
1176,0.0,26.2,51.8,0.63,1.5,120.975,29.7,0.261,34.7,3.323,37.8,4.418,25.1,120.975,11:42:24.448
1177,0.0,26.2,51.8,0.608,1.5,119.511,28.3,0.298,34.7,4.003,37.8,3.738,26.6,119.511,11:42:25.653
1178,0.0,28.3,51.8,0.577,1.5,120.073,29.7,0.284,34.9,3.549,37.8,3.889,25.1,120.073,11:42:26.831
1179,0.0,26.2,51.8,0.629,1.5,119.957,28.3,0.256,34.7,3.361,37.8,3.965,26.6,119.957,11:42:28.021
1180,0.0,28.3,51.8,0.64,1.5,120.216,28.3,0.284,34.7,3.776,37.4,3.474,25.1,120.216,11:42:29.206
1181,0.0,26.2,51.8,0.569,1.5,119.983,28.3,0.264,34.5,3.927,37.6,4.267,25.1,119.983,11:42:30.399
1182,0.0,28.2,51.8,0.605,1.5,120.721,28.3,0.278,34.9,2.908,37.6,3.965,25.1,120.721,11:42:31.583
1183,0.0,26.2,51.8,0.574,1.5,120.025,28.3,0.276,34.5,3.059,37.2,3.247,25.1,120.025,11:42:32.763
1184,0.0,26.2,51.8,0.558,1.5,120.606,28.3,0.24,34.7,3.512,37.8,3.889,25.1,120.606,11:42:33.961
1185,0.0,28.2,51.8,0.551,1.5,119.473,29.7,0.299,34.1,3.323,38.0,3.7,25.1,119.473,11:42:35.172
1186,0.0,26.2,51.8,0.591,1.5,119.29,28.3,0.299,34.7,4.154,37.4,3.398,25.1,119.29,11:42:36.415
1187,0.0,26.2,51.8,0.597,1.5,120.017,29.7,0.333,34.5,2.87,37.8,4.191,25.1,120.017,11:42:37.611
1188,0.0,26.2,51.8,0.64,1.5,120.72,28.3,0.3,34.3,4.04,37.6,3.247,26.6,120.72,11:42:38.797
1189,0.0,26.2,51.8,0.593,1.5,119.95,29.7,0.323,34.3,3.965,37.6,3.927,25.1,119.95,11:42:39.973
1190,0.0,26.2,51.8,0.673,1.5,118.812,28.3,0.281,35.1,4.229,37.2,3.474,25.1,118.812,11:42:41.162
1191,0.0,28.3,51.8,0.555,1.5,119.833,29.8,0.269,34.3,3.7,37.2,3.738,25.1,119.833,11:42:42.346
1192,0.0,26.2,51.8,0.615,1.5,120.554,28.3,0.316,34.7,3.21,37.2,4.305,25.1,120.554,11:42:43.528
1193,0.0,26.2,51.8,0.64,1.5,119.642,28.3,0.288,34.7,3.512,37.4,3.852,25.1,119.642,11:42:44.787
1194,0.0,26.2,51.8,0.564,1.5,120.415,28.3,0.313,34.1,3.852,37.8,3.738,25.1,120.415,11:42:45.978
1195,0.0,26.2,51.8,0.619,1.5,119.419,28.3,0.288,34.3,3.776,37.8,3.474,25.1,119.419,11:42:47.154
1196,0.0,26.2,51.8,0.63,1.5,119.989,28.3,0.264,34.5,3.625,37.2,3.927,25.1,119.989,11:42:48.339
1197,0.0,26.2,51.8,0.593,1.5,120.739,28.3,0.281,34.7,3.587,37.8,4.833,25.1,120.739,11:42:49.518
1198,0.0,28.2,51.8,0.601,1.5,120.137,29.8,0.291,34.7,3.021,37.8,3.587,25.1,120.137,11:42:50.702
1199,0.0,26.2,51.8,0.602,1.5,119.514,28.3,0.265,34.7,3.549,37.8,3.965,26.6,119.514,11:42:51.876
1200,0.0,28.2,51.8,0.612,1.5,119.822,29.8,0.266,34.5,2.643,37.4,6.079,25.1,119.822,11:42:53.054
1201,0.0,26.2,51.8,0.668,1.5,120.878,28.3,0.194,34.7,3.247,37.8,3.361,26.6,120.878,11:42:54.237
1202,0.0,28.3,51.8,0.593,1.5,120.304,29.8,0.273,34.7,3.738,37.2,3.814,25.1,120.304,11:42:55.432
1203,0.0,26.2,51.8,0.653,1.5,120.103,28.3,0.271,34.5,3.021,37.6,3.059,26.5,120.103,11:42:56.611
1204,0.0,28.2,51.8,0.579,1.5,120.701,29.8,0.321,34.1,3.096,37.6,3.474,25.1,120.701,11:42:57.808
1205,0.0,28.3,51.8,0.61,1.5,120.294,29.8,0.309,34.5,3.096,37.6,3.927,25.1,120.294,11:42:59.018
1206,0.0,26.2,51.8,0.616,1.5,120.012,28.3,0.266,34.9,3.663,37.4,4.154,25.1,120.012,11:43:00.200
1207,0.0,26.2,51.8,0.598,1.5,119.803,28.3,0.26,34.1,3.852,37.4,4.833,25.1,119.803,11:43:01.380
1208,0.0,26.2,51.8,0.553,1.5,121.075,28.3,0.273,34.9,3.285,37.6,4.267,25.1,121.075,11:43:02.544
1209,0.0,26.1,51.8,0.643,1.5,119.115,28.3,0.328,34.9,4.456,37.4,3.436,26.5,119.115,11:43:03.725
1210,0.0,28.2,51.8,0.588,1.5,119.818,29.8,0.28,34.7,4.003,37.2,4.229,25.1,119.818,11:43:04.903
1211,0.0,26.2,51.8,0.626,1.5,120.099,28.3,0.266,35.1,2.983,37.4,4.569,26.5,120.099,11:43:06.082
1212,0.0,26.2,51.8,0.605,1.5,120.402,28.3,0.261,34.3,3.965,37.6,4.456,25.1,120.402,11:43:07.293
1213,0.0,26.2,51.8,0.588,1.5,120.564,28.3,0.259,34.7,3.7,37.2,3.398,25.0,120.564,11:43:08.482
1214,0.0,26.2,51.8,0.631,1.5,119.426,28.3,0.31,34.3,3.323,37.2,3.776,26.5,119.426,11:43:09.677
1215,0.0,28.2,51.8,0.63,1.5,120.396,29.8,0.298,34.3,3.474,37.4,3.814,25.1,120.396,11:43:10.862
1216,0.0,26.1,51.8,0.648,1.5,119.406,28.3,0.299,34.1,4.493,37.8,3.549,25.0,119.406,11:43:12.040
1217,0.0,28.2,51.8,0.571,1.5,119.056,29.8,0.305,34.9,4.833,37.6,3.134,25.0,119.056,11:43:13.223
1218,0.0,26.1,51.8,0.587,1.5,119.976,28.4,0.31,35.1,3.398,37.8,3.587,25.1,119.976,11:43:14.405
1219,0.0,28.2,51.8,0.573,1.5,120.1,29.8,0.26,34.1,2.417,37.8,3.134,25.1,120.1,11:43:15.604
1220,0.0,26.1,51.8,0.598,1.5,119.817,28.4,0.304,34.7,4.758,37.8,3.059,26.5,119.559,11:43:16.783
1221,0.0,28.2,51.8,0.646,1.5,119.688,29.8,0.211,34.3,4.569,37.6,4.003,25.0,119.688,11:43:17.966
1222,0.0,26.1,51.8,0.607,1.5,118.755,28.4,0.305,34.7,4.342,37.4,3.663,25.0,118.755,11:43:19.147
1223,0.0,28.2,51.8,0.56,1.5,120.161,28.4,0.305,34.9,3.361,37.4,4.342,25.0,120.161,11:43:20.328
1224,0.0,26.1,51.8,0.635,1.5,120.142,28.4,0.284,34.7,3.738,37.6,3.663,25.0,120.142,11:43:21.508
1225,0.0,26.1,51.8,0.601,1.5,119.832,28.4,0.288,34.7,3.436,37.8,3.436,25.0,119.832,11:43:22.687
1226,0.0,26.1,51.8,0.621,1.5,119.26,28.4,0.238,34.1,4.191,38.0,4.758,25.0,119.26,11:43:23.882
1227,0.0,26.1,51.8,0.653,1.5,119.964,29.8,0.278,33.8,2.945,37.8,4.116,25.0,119.964,11:43:25.083
1228,0.0,28.2,51.8,0.596,1.5,119.863,28.4,0.232,34.7,3.852,37.6,3.21,25.0,119.863,11:43:26.284
1229,0.0,26.1,51.8,0.581,1.5,119.889,28.4,0.265,35.1,4.191,37.4,3.814,25.0,119.889,11:43:27.466
1230,0.0,26.1,51.8,0.601,1.5,119.396,28.4,0.281,34.5,3.814,37.2,4.04,25.0,119.396,11:43:28.650
1231,0.0,26.1,51.8,0.596,1.5,119.888,28.3,0.276,34.7,3.7,37.2,3.549,25.0,119.888,11:43:29.847
1232,0.0,28.2,51.8,0.607,1.5,119.529,28.4,0.265,34.7,4.607,37.8,3.512,25.0,119.529,11:43:31.027
1233,0.0,26.1,51.8,0.577,1.5,120.824,28.4,0.264,34.7,4.305,37.8,3.512,25.0,120.824,11:43:32.211
1234,0.0,28.2,51.8,0.619,1.5,119.483,28.4,0.223,34.7,4.38,37.8,4.003,25.0,119.483,11:43:33.395
1235,0.0,26.1,51.8,0.588,1.5,120.212,28.4,0.28,35.1,3.323,37.8,4.078,25.0,120.212,11:43:34.578
1236,0.0,28.2,51.8,0.625,1.5,121.973,29.8,0.31,34.3,3.096,37.8,3.663,25.0,121.973,11:43:35.775
1237,0.0,26.1,51.8,0.596,1.5,120.261,28.4,0.321,34.7,4.229,37.8,3.247,26.5,120.261,11:43:36.962
1238,0.0,26.1,51.8,0.612,1.5,119.611,29.8,0.281,35.1,3.172,37.6,4.078,25.0,119.611,11:43:38.163
1239,0.0,26.1,51.8,0.603,1.5,119.811,28.4,0.256,34.5,3.625,37.8,4.191,26.5,119.811,11:43:39.347
1240,0.0,26.1,51.8,0.603,1.5,120.11,29.8,0.266,34.7,3.512,37.8,3.474,25.0,120.11,11:43:40.528
1241,0.0,26.1,51.8,0.593,1.5,119.91,28.3,0.273,34.7,4.078,37.8,2.908,26.5,119.91,11:43:41.713
1242,0.0,26.1,51.8,0.577,1.5,119.861,29.8,0.255,34.9,3.663,37.2,4.116,25.0,119.861,11:43:42.896
