Log,cp_pressure,cp_flowrate,mixer_speed_M2,accHigh_flowrate,mixer_torque_M2,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_motor_temperature_M1,accLow_flowrate,mixer_motor_temperature_M2,mixer_temperature_outlet,mixer_speed_M1,mixer_torque_M1,Time
2630,0.697,0.0,120.048,20.0,3.587,21.8,20.2,0.271,33.4,0.0,38.0,24.3,120.048,2.417,12:04:49.258
2631,0.701,0.0,120.075,20.0,4.418,21.8,20.2,0.288,33.4,0.0,38.0,24.3,120.075,2.832,12:04:50.569
2632,0.72,0.0,119.749,20.0,3.096,23.3,20.2,0.271,33.0,0.0,38.0,24.3,119.749,2.379,12:04:51.856
2633,0.725,0.0,119.02,20.0,2.492,21.8,20.2,0.27,33.0,0.0,38.0,26.3,119.02,3.361,12:04:53.166
2634,0.72,0.0,120.145,20.0,3.776,21.8,20.2,0.26,32.8,0.0,38.4,26.4,120.145,1.586,12:04:54.459
2635,0.702,0.0,119.939,20.0,3.172,23.3,20.2,0.273,34.1,0.0,38.4,24.3,119.939,1.964,12:04:55.738
2636,0.709,0.0,120.039,20.0,3.852,23.3,20.2,0.273,33.4,0.0,38.2,24.3,120.039,2.681,12:04:57.032
2637,0.712,0.0,120.038,20.0,2.983,21.8,20.2,0.275,34.1,0.0,38.4,26.4,120.038,2.341,12:04:58.322
2638,0.715,0.0,119.999,20.0,3.776,21.8,20.1,0.261,33.4,0.0,38.0,24.3,119.999,2.039,12:04:59.611
2639,1.5,3.0,119.154,171.6,3.096,23.3,20.1,0.25,34.1,90.0,38.2,24.3,119.154,2.417,12:05:00.906
2640,1.799,3.0,119.903,171.6,3.021,21.8,20.1,0.447,33.6,90.0,38.2,26.4,119.903,2.605,12:05:02.193
2641,1.408,3.0,119.859,171.6,4.154,21.8,20.1,0.333,33.4,90.0,38.4,26.4,119.859,2.417,12:05:03.513
2642,1.25,3.0,120.34,171.6,4.003,21.8,21.6,0.314,33.0,90.0,38.2,24.3,120.34,2.039,12:05:04.793
2643,1.24,3.0,120.245,171.6,4.154,23.3,20.1,0.319,33.6,90.0,38.0,24.3,120.245,2.568,12:05:06.085
2644,1.183,3.0,119.807,171.6,3.587,21.8,20.1,0.291,33.0,90.0,38.2,26.4,119.807,2.379,12:05:07.364
2645,1.116,3.0,119.964,171.6,3.021,21.8,20.1,0.314,33.2,90.0,38.0,24.3,119.964,2.832,12:05:08.651
2646,1.15,3.0,120.018,171.6,4.267,23.3,20.1,0.295,34.1,90.0,38.4,24.3,120.018,2.87,12:05:09.936
2647,1.105,3.0,119.933,171.6,3.096,21.8,20.1,0.284,33.4,90.0,38.0,26.3,119.933,2.379,12:05:11.221
2648,1.143,3.0,119.871,171.6,4.38,21.8,20.1,0.298,34.1,90.0,38.4,24.3,119.871,3.096,12:05:12.511
2649,1.097,3.0,120.012,171.6,4.342,23.3,20.1,0.28,33.6,90.0,38.2,24.3,120.012,1.926,12:05:13.806
2650,1.043,3.0,119.958,171.6,3.965,21.8,20.1,0.298,33.0,90.0,38.2,26.4,119.958,2.379,12:05:15.083
2651,1.129,3.0,119.667,171.6,3.814,21.8,21.6,0.273,33.4,90.0,38.0,24.3,119.667,2.379,12:05:16.379
2652,1.088,3.0,118.509,171.6,2.983,23.3,20.1,0.308,33.6,90.0,38.0,24.3,118.509,4.305,12:05:17.658
2653,1.101,3.0,120.293,171.6,4.531,21.8,20.1,0.303,33.4,90.0,38.2,26.4,120.293,2.19,12:05:18.939
2654,1.025,3.0,120.052,171.6,3.738,21.8,21.6,0.319,34.1,90.0,38.4,26.4,120.052,3.172,12:05:20.244
2655,1.021,3.0,120.056,171.6,3.927,21.8,20.1,0.299,33.6,90.0,38.2,24.3,120.056,2.492,12:05:21.536
2656,1.084,3.0,119.967,171.6,4.04,23.3,20.1,0.298,33.6,90.0,38.4,24.3,119.967,2.001,12:05:22.821
2657,1.082,3.0,120.007,171.6,3.549,21.8,21.5,0.298,33.6,90.0,38.4,24.3,120.007,2.454,12:05:24.099
2658,1.043,3.0,119.03,171.6,3.323,21.8,21.6,0.31,33.0,90.0,38.4,24.3,119.03,3.21,12:05:25.391
2659,1.062,3.0,120.069,171.6,2.605,21.8,20.1,0.28,33.8,90.0,38.4,24.3,120.069,3.927,12:05:26.706
2660,1.002,3.0,120.133,171.6,4.38,23.3,20.1,0.286,33.4,90.0,38.4,24.3,120.133,2.228,12:05:27.996
2661,1.072,3.0,119.974,171.6,3.587,23.3,20.1,0.321,33.8,90.0,38.0,24.3,119.974,2.454,12:05:29.314
2662,1.043,3.0,120.167,171.6,4.456,21.8,20.1,0.291,33.2,90.0,38.2,26.4,120.167,2.756,12:05:30.604
2663,1.058,3.0,118.944,171.6,3.587,21.8,21.6,0.284,33.2,90.0,38.2,26.5,118.944,3.852,12:05:31.916
2664,1.036,3.0,120.917,171.6,2.756,21.8,20.1,0.284,33.0,90.0,38.8,24.4,120.917,3.172,12:05:33.210
2665,0.996,3.0,119.483,171.6,4.796,23.3,20.1,0.294,34.3,90.0,38.2,24.4,119.483,3.814,12:05:34.503
2666,1.045,3.0,119.947,171.6,3.889,21.8,21.6,0.305,33.6,90.0,37.8,26.5,119.947,2.719,12:05:35.779
2667,1.029,3.0,119.791,171.6,3.323,21.8,20.1,0.294,34.1,90.0,38.4,26.5,119.791,2.568,12:05:37.092
2668,1.06,3.0,119.802,171.6,4.003,21.8,20.1,0.298,33.4,90.0,38.4,24.4,119.802,2.492,12:05:38.381
2669,1.007,3.0,120.214,171.6,3.625,23.3,20.1,0.304,34.1,90.0,38.4,24.4,120.214,3.172,12:05:39.673
2670,0.957,3.0,120.707,171.6,4.04,21.8,20.1,0.283,33.8,90.0,38.4,26.5,120.707,3.247,12:05:40.953
2671,1.05,3.0,119.906,171.6,4.154,21.8,20.1,0.283,33.0,90.0,38.4,24.5,119.906,3.549,12:05:42.245
2672,1.011,3.0,119.947,171.6,4.078,23.3,20.1,0.291,34.1,90.0,38.4,24.5,119.947,3.587,12:05:43.523
2673,1.05,3.0,119.919,171.6,4.607,21.8,20.1,0.286,33.6,90.0,38.4,26.6,119.919,2.568,12:05:44.815
2674,1.024,3.0,119.841,171.6,4.607,21.8,21.6,0.303,33.4,90.0,38.4,24.5,119.841,2.87,12:05:46.112
2675,0.936,3.0,119.65,171.6,3.474,21.8,20.1,0.305,34.1,90.0,38.0,24.5,119.65,2.379,12:05:47.408
2676,1.019,3.0,120.415,171.6,3.361,21.8,20.1,0.294,33.6,90.0,38.4,26.6,120.415,2.605,12:05:48.685
2677,1.036,3.0,120.045,171.6,4.796,21.8,21.6,0.27,34.1,90.0,38.4,26.6,120.045,2.568,12:05:49.982
2678,1.005,3.0,119.929,171.6,3.247,21.8,21.6,0.293,33.6,90.0,38.4,24.5,119.929,2.417,12:05:51.289
2679,1.001,3.0,119.685,171.6,4.305,21.8,20.1,0.299,33.0,90.0,38.4,24.6,119.685,2.568,12:05:52.591
2680,0.967,3.0,119.405,171.6,4.305,23.3,20.1,0.284,33.6,90.0,38.6,24.6,119.405,3.663,12:05:53.885
2681,1.039,3.0,120.772,171.6,3.474,23.3,20.1,0.283,33.8,90.0,38.4,24.6,120.772,3.247,12:05:55.181
2682,1.025,3.0,119.817,171.6,4.078,21.8,21.6,0.295,33.4,90.0,38.4,26.7,119.817,2.417,12:05:56.475
2683,1.036,3.0,120.318,171.6,4.191,21.8,21.6,0.295,33.2,90.0,38.4,26.7,120.318,2.152,12:05:57.783
2684,1.019,3.0,120.229,171.6,3.852,21.8,20.1,0.283,33.6,90.0,38.4,24.6,120.229,2.719,12:05:59.089
2685,0.983,3.0,119.676,171.6,3.512,23.3,20.1,0.308,34.1,90.0,38.4,24.6,119.676,3.059,12:06:00.389
2686,1.034,3.0,119.509,171.6,4.04,23.3,20.1,0.323,33.6,90.0,38.4,24.6,119.509,3.587,12:06:01.684
2687,1.024,3.0,120.091,171.6,3.814,21.8,20.1,0.294,33.8,90.0,38.4,26.7,120.091,2.228,12:06:02.972
2688,1.017,3.0,120.009,171.6,5.513,21.8,21.6,0.288,34.1,90.0,38.4,26.7,120.009,2.492,12:06:04.289
2689,1.002,3.0,120.174,171.6,4.947,21.8,20.1,0.276,34.1,90.0,38.6,24.7,120.174,2.983,12:06:05.580
2690,1.01,3.0,119.36,171.6,4.191,21.8,20.1,0.251,33.6,90.0,38.4,24.7,119.36,3.776,12:06:06.888
2691,1.04,3.0,119.591,171.6,3.549,23.3,20.1,0.276,34.1,90.0,39.0,24.7,119.591,4.003,12:06:08.179
2692,1.002,3.0,120.708,171.6,3.549,21.8,20.1,0.283,33.2,90.0,38.4,26.8,120.708,3.398,12:06:09.466
2693,1.034,3.0,119.441,171.6,3.889,21.8,21.6,0.278,33.6,90.0,38.4,24.7,119.441,3.285,12:06:10.761
2694,1.025,3.0,120.084,171.6,4.493,21.8,20.1,0.278,33.4,90.0,38.6,24.7,120.084,2.681,12:06:12.066
2695,0.984,3.0,119.916,171.6,4.003,23.3,20.1,0.291,34.1,90.0,38.8,24.7,119.916,2.341,12:06:13.356
2696,1.007,3.0,119.932,171.6,3.587,21.8,21.6,0.275,34.1,90.0,38.0,26.8,119.932,4.229,12:06:14.635
2697,0.989,3.0,120.228,171.6,3.814,21.8,20.1,0.308,33.6,90.0,38.6,24.7,120.228,3.096,12:06:15.927
2698,1.001,3.0,120.111,171.6,2.719,23.3,20.1,0.278,33.8,90.0,39.0,24.7,120.111,2.832,12:06:17.221
2699,1.012,3.0,119.639,171.6,3.927,21.8,20.1,0.27,33.6,90.0,38.2,24.7,119.639,3.134,12:06:18.518
2700,1.002,3.0,119.982,171.6,3.398,21.8,20.1,0.303,33.8,90.0,38.8,26.8,119.982,2.643,12:06:19.829
2701,1.007,3.0,119.824,171.6,4.72,21.8,21.6,0.303,33.6,90.0,38.6,24.7,119.824,3.889,12:06:21.118
2702,0.996,3.0,120.245,171.6,4.531,21.8,20.1,0.289,34.5,90.0,38.8,24.7,120.245,2.832,12:06:22.413
2703,0.996,3.0,119.765,171.6,3.436,23.3,20.2,0.283,34.1,90.0,38.6,24.7,119.765,4.305,12:06:23.708
2704,1.001,3.0,119.958,171.6,4.607,21.8,21.6,0.289,33.6,90.0,38.4,26.8,119.958,2.794,12:06:24.986
2705,1.0,3.0,120.47,171.6,5.135,21.8,21.6,0.308,34.5,90.0,38.4,26.8,120.47,1.926,12:06:26.293
2706,1.027,3.0,119.484,171.6,4.607,23.3,20.2,0.286,33.6,90.0,38.4,24.7,119.484,3.398,12:06:27.589
2707,0.962,3.0,119.67,171.6,3.7,23.3,20.2,0.294,33.8,90.0,38.4,24.7,119.67,3.285,12:06:28.885
2708,1.014,3.0,120.933,171.6,3.398,23.3,20.2,0.298,34.5,90.0,38.0,24.7,120.933,2.794,12:06:30.197
2709,0.989,3.0,119.933,171.6,4.305,21.8,20.2,0.304,33.6,90.0,39.0,24.7,119.933,3.021,12:06:31.496
2710,1.022,3.0,119.977,171.6,4.003,21.8,21.6,0.293,33.6,90.0,38.6,26.8,119.977,2.115,12:06:32.793
2711,1.011,3.0,120.395,171.6,4.38,21.8,20.2,0.31,33.2,90.0,38.8,24.8,120.395,3.059,12:06:34.089
2712,1.011,3.0,119.757,171.6,3.663,23.3,20.2,0.293,33.0,90.0,38.8,24.8,119.757,2.417,12:06:35.379
2713,1.019,3.0,120.003,171.6,4.04,21.8,20.2,0.299,33.6,90.0,38.8,24.7,120.003,4.154,12:06:36.672
2714,0.968,3.0,120.536,171.6,4.871,21.8,21.6,0.293,34.1,90.0,38.4,26.8,120.536,2.908,12:06:37.964
2715,1.035,3.0,119.928,171.6,3.587,21.8,20.2,0.291,34.1,90.0,38.6,26.8,119.928,3.021,12:06:39.274
2716,0.992,3.0,119.946,171.6,4.154,21.8,20.2,0.295,34.1,90.0,38.6,24.7,119.946,3.285,12:06:40.570
2717,0.936,3.0,119.619,171.6,4.796,23.3,20.2,0.289,33.4,90.0,38.6,24.8,119.619,1.926,12:06:41.866
2718,1.01,3.0,119.741,171.6,3.776,21.8,21.7,0.294,33.6,90.0,38.4,26.8,119.741,2.983,12:06:43.154
2719,0.984,3.0,120.104,171.6,5.06,21.8,21.7,0.295,33.6,90.0,38.6,26.8,120.104,2.719,12:06:44.468
2720,1.001,3.0,120.076,171.6,4.078,21.8,21.7,0.3,33.8,90.0,38.6,26.8,120.076,2.945,12:06:45.777
2721,0.991,3.0,120.046,171.6,4.305,21.8,20.2,0.291,34.1,90.0,38.8,24.7,120.046,3.134,12:06:47.069
2722,0.952,3.0,119.649,171.6,3.738,21.8,20.2,0.286,34.1,90.0,38.4,24.7,119.649,3.134,12:06:48.397
2723,1.022,3.0,120.684,171.6,4.003,23.3,20.2,0.3,33.6,90.0,38.6,24.8,120.684,3.814,12:06:49.686
2724,0.978,3.0,120.077,171.6,4.909,21.8,20.2,0.259,33.6,90.0,38.4,24.7,120.077,2.794,12:06:50.978
2725,1.01,3.0,119.605,171.6,4.116,23.3,20.2,0.275,34.1,90.0,39.0,24.7,119.605,2.87,12:06:52.316
2726,1.006,3.0,119.75,171.6,4.531,21.8,20.2,0.309,34.1,90.0,38.4,24.7,119.75,2.266,12:06:53.612
2727,0.978,3.0,119.767,171.6,4.493,21.8,20.2,0.273,33.8,90.0,38.4,26.8,119.767,2.605,12:06:54.904
2728,1.019,3.0,120.352,171.6,2.983,21.8,21.7,0.289,33.6,90.0,38.6,26.8,120.352,4.267,12:06:56.211
2729,0.986,3.0,120.126,171.6,4.305,23.3,20.2,0.3,34.7,90.0,38.8,24.7,120.126,2.983,12:06:57.498
2730,1.014,3.0,120.206,171.6,5.362,23.3,20.2,0.283,33.8,90.0,38.8,24.7,120.206,2.379,12:06:58.793
2731,1.006,3.0,120.038,171.6,4.154,21.8,20.2,0.31,33.8,90.0,38.6,24.7,120.038,3.172,12:07:00.104
2732,0.964,3.0,119.561,171.6,4.154,21.8,21.7,0.278,34.1,90.0,38.4,26.8,119.561,3.474,12:07:01.400
2733,1.021,3.0,120.517,171.6,3.323,21.8,20.2,0.27,33.6,90.0,38.4,24.7,120.517,2.945,12:07:02.693
2734,0.991,3.0,120.481,171.6,3.852,21.8,21.7,0.289,33.6,90.0,38.6,26.8,120.481,2.719,12:07:04.003
2735,0.995,3.0,120.572,171.6,5.853,23.3,20.3,0.299,34.1,90.0,38.4,24.7,120.572,2.228,12:07:05.297
2736,0.996,3.0,120.052,171.6,4.305,21.8,21.7,0.308,33.6,90.0,38.6,26.8,120.052,2.832,12:07:06.574
2737,0.972,3.0,119.557,171.6,4.342,21.8,20.2,0.291,33.8,90.0,38.8,24.8,119.557,2.379,12:07:07.866
2738,0.995,3.0,119.848,171.6,3.323,23.3,20.3,0.303,33.2,90.0,38.4,24.7,119.848,3.474,12:07:09.150
2739,0.958,3.0,120.364,171.6,3.814,21.8,20.3,0.26,33.6,90.0,38.4,24.7,120.364,3.134,12:07:10.443
2740,1.006,3.0,119.976,171.6,3.059,21.8,21.7,0.286,33.8,90.0,38.6,26.8,119.976,2.454,12:07:11.731
2741,1.005,3.0,120.317,171.6,4.909,21.8,20.3,0.294,34.1,90.0,38.8,24.7,120.317,2.681,12:07:13.036
2742,0.964,3.0,120.057,171.6,4.04,23.3,20.3,0.283,33.6,90.0,39.0,24.7,120.057,2.454,12:07:14.330
2743,1.0,3.0,119.995,171.6,3.965,21.8,20.3,0.298,34.3,90.0,38.6,24.7,119.995,3.436,12:07:15.621
2744,0.955,3.0,120.296,171.6,3.776,21.8,21.7,0.286,34.1,90.0,38.6,26.8,120.296,3.285,12:07:16.920
2745,1.014,3.0,120.273,171.6,4.154,21.8,20.3,0.291,34.5,90.0,38.4,24.7,120.273,2.719,12:07:18.250
2746,1.012,3.0,120.189,171.6,5.4,21.8,21.7,0.295,34.3,90.0,38.6,26.8,120.189,2.568,12:07:19.550
2747,1.0,3.0,119.758,171.6,3.814,21.8,20.3,0.283,33.4,90.0,39.0,24.7,119.758,2.228,12:07:20.849
2748,1.044,3.0,119.89,171.6,3.474,21.8,20.3,0.281,33.8,90.0,38.6,24.7,119.89,3.059,12:07:22.149
2749,0.978,3.0,120.257,171.6,3.889,23.3,20.3,0.276,33.6,90.0,38.4,24.7,120.257,2.87,12:07:23.445
2750,1.032,3.0,120.015,171.6,3.361,21.8,20.3,0.275,34.3,90.0,39.0,26.8,120.015,2.945,12:07:24.738
2751,1.005,3.0,120.365,171.6,4.607,21.8,21.8,0.3,34.1,90.0,38.8,26.8,120.365,2.266,12:07:26.043
2752,0.992,3.0,119.855,171.6,4.267,21.8,21.8,0.288,33.8,90.0,39.2,26.8,119.855,2.794,12:07:27.366
2753,0.989,3.0,119.058,171.6,3.587,21.8,20.3,0.313,34.1,90.0,39.2,24.7,119.058,4.003,12:07:28.657
2754,0.95,3.0,119.751,171.6,4.493,21.8,20.3,0.273,33.8,90.0,38.4,24.7,119.751,3.059,12:07:29.999
2755,0.992,3.0,119.891,171.6,4.909,21.8,21.8,0.291,34.3,90.0,39.0,26.8,119.891,2.039,12:07:31.295
2756,0.978,3.0,120.342,171.6,4.305,23.3,20.3,0.298,33.6,90.0,38.8,24.7,120.342,3.134,12:07:32.586
2757,0.986,3.0,119.733,171.6,3.021,21.8,20.3,0.286,34.5,90.0,39.0,24.7,119.733,2.87,12:07:33.904
2758,1.005,3.0,120.914,171.6,3.285,23.3,20.3,0.278,34.3,90.0,38.6,24.7,120.914,3.7,12:07:35.199
2759,0.952,3.0,119.991,171.6,5.098,21.8,20.3,0.271,33.4,90.0,38.6,24.7,119.991,2.568,12:07:36.494
2760,1.01,3.0,120.11,171.6,4.342,21.8,20.3,0.271,33.8,90.0,38.4,24.7,120.11,2.794,12:07:37.809
2761,0.997,3.0,119.844,171.6,4.342,21.8,21.8,0.281,33.6,90.0,39.0,26.8,119.844,3.21,12:07:39.104
2762,1.017,3.0,119.461,171.6,3.549,21.9,20.3,0.288,34.1,90.0,39.0,24.7,119.461,3.285,12:07:40.398
2763,0.995,3.0,120.496,171.6,3.474,23.3,20.3,0.284,34.1,90.0,38.6,24.7,120.496,3.738,12:07:41.690
2764,0.958,3.0,120.338,171.6,4.607,21.8,20.3,0.288,33.4,90.0,38.4,24.7,120.338,2.719,12:07:42.988
2765,1.01,3.0,119.867,171.6,3.965,21.8,21.8,0.303,33.8,90.0,38.8,26.8,119.867,2.492,12:07:44.285
2766,0.997,3.0,120.025,171.6,3.776,21.8,20.3,0.294,34.1,90.0,39.0,24.7,120.025,2.908,12:07:45.580
2767,0.988,3.0,119.258,171.6,4.229,23.3,20.3,0.289,33.8,90.0,38.6,24.7,119.258,2.87,12:07:46.874
2768,1.011,3.0,120.584,171.6,4.078,23.3,20.3,0.305,34.1,90.0,38.6,24.7,120.584,3.172,12:07:48.175
2769,0.953,3.0,119.864,171.6,5.211,23.3,20.3,0.281,34.1,90.0,38.8,24.7,120.05,3.247,12:07:49.478
2770,1.0,3.0,120.938,171.6,4.003,21.9,20.3,0.3,33.6,90.0,39.2,26.7,120.938,3.096,12:07:50.787
2771,0.983,3.0,120.106,171.6,4.154,21.8,21.8,0.276,34.7,90.0,38.6,26.8,120.106,2.643,12:07:52.082
2772,0.996,3.0,119.715,171.6,3.814,21.9,20.4,0.294,33.8,90.0,39.0,24.7,119.715,3.059,12:07:53.370
2773,0.977,3.0,119.025,171.6,3.134,21.8,20.4,0.316,33.6,90.0,39.0,24.7,119.025,3.776,12:07:54.663
2774,0.935,3.0,119.861,171.6,4.342,23.3,20.4,0.288,34.1,90.0,39.0,24.7,119.861,2.908,12:07:55.985
2775,1.0,3.0,120.035,171.6,4.947,21.8,20.4,0.261,33.8,90.0,38.6,24.7,120.035,2.53,12:07:57.280
2776,1.002,3.0,119.86,171.6,3.776,21.9,21.8,0.288,34.5,90.0,38.6,26.7,119.86,3.096,12:07:58.588
2777,0.988,3.0,119.73,171.6,4.116,21.8,21.8,0.273,34.7,90.0,39.0,26.7,119.73,3.398,12:07:59.893
2778,1.005,3.0,119.593,171.6,4.493,21.9,20.4,0.295,34.3,90.0,38.8,24.7,119.593,3.512,12:08:01.188
2779,0.96,3.0,120.174,171.6,5.135,21.9,20.4,0.291,33.8,90.0,39.0,24.6,120.174,3.474,12:08:02.504
2780,0.981,3.0,119.963,171.6,3.965,23.3,20.4,0.275,34.1,90.0,38.8,24.6,119.963,1.964,12:08:03.805
2781,1.0,3.0,120.039,171.6,4.116,21.9,20.4,0.298,34.1,90.0,38.8,24.6,120.039,3.323,12:08:05.099
2782,1.014,3.0,119.31,171.6,3.474,21.9,20.4,0.284,33.6,90.0,39.2,24.6,119.31,3.247,12:08:06.410
2783,1.011,3.0,119.967,171.6,3.285,21.9,21.8,0.28,34.1,90.0,38.6,26.7,119.967,3.436,12:08:07.704
2784,1.001,3.0,120.392,171.6,4.305,21.9,20.4,0.286,34.1,90.0,39.2,26.7,120.392,2.53,12:08:09.032
2785,0.983,3.0,120.181,171.6,3.814,21.9,20.4,0.303,33.8,90.0,39.2,24.6,120.181,2.53,12:08:10.328
2786,0.983,3.0,119.807,171.6,4.531,21.9,20.4,0.281,34.3,90.0,39.0,24.6,119.807,2.983,12:08:11.621
2787,0.967,3.0,120.529,171.6,4.267,21.9,20.4,0.322,33.6,90.0,38.8,24.6,120.529,3.096,12:08:12.945
2788,0.979,3.0,119.932,171.6,3.7,21.9,20.4,0.294,34.3,90.0,38.8,24.6,119.932,3.096,12:08:14.253
2789,1.007,3.0,119.985,171.6,5.551,23.3,20.4,0.288,34.1,90.0,38.8,24.6,119.985,2.681,12:08:15.558
2790,1.005,3.0,119.693,171.6,4.418,21.9,20.4,0.286,33.6,90.0,39.0,24.6,119.693,2.87,12:08:16.856
2791,0.972,3.0,119.548,171.6,3.436,21.9,20.4,0.294,33.6,90.0,38.6,26.7,119.548,3.889,12:08:18.154
2792,0.981,3.0,120.179,171.6,4.569,21.9,20.4,0.294,34.3,90.0,38.4,24.6,120.179,2.908,12:08:19.476
2793,0.997,3.0,119.864,171.6,4.003,21.9,20.4,0.281,34.1,90.0,38.6,26.7,119.864,2.794,12:08:20.763
2794,1.006,3.0,120.067,171.6,4.418,23.3,20.4,0.304,33.8,90.0,38.8,24.6,120.067,2.945,12:08:22.058
2795,1.011,3.0,119.747,171.6,4.078,21.9,20.4,0.286,33.6,90.0,38.6,24.6,119.747,3.134,12:08:23.382
2796,0.95,3.0,119.938,171.6,3.738,21.9,20.4,0.294,33.6,90.0,39.0,24.6,119.938,3.21,12:08:24.663
2797,0.969,3.0,120.908,171.6,3.474,21.9,21.9,0.299,34.3,90.0,39.0,26.7,120.908,3.285,12:08:25.955
2798,0.979,3.0,120.178,171.6,4.947,21.9,20.4,0.288,33.8,90.0,39.2,24.6,120.178,2.379,12:08:27.282
2799,1.022,3.0,120.117,171.6,4.003,21.9,21.9,0.3,34.1,90.0,39.0,26.7,120.117,3.247,12:08:28.575
2800,0.991,3.0,119.489,171.6,4.267,21.9,20.4,0.288,34.3,90.0,38.6,24.6,119.489,2.983,12:08:29.872
2801,0.978,3.0,120.959,171.6,3.134,21.9,20.4,0.294,34.1,90.0,38.8,24.6,120.959,2.794,12:08:31.169
2802,1.012,3.0,119.814,171.6,4.758,23.3,20.4,0.299,34.5,90.0,39.0,24.6,119.814,3.059,12:08:32.494
2803,0.968,3.0,120.193,171.6,6.646,23.3,20.4,0.271,33.2,90.0,38.8,24.6,120.193,1.888,12:08:33.791
2804,1.029,3.0,119.883,171.6,3.625,21.9,20.4,0.303,34.5,90.0,38.6,24.6,119.883,3.21,12:08:35.095
2805,1.005,3.0,121.133,171.6,3.927,23.3,20.4,0.284,34.3,90.0,39.2,24.6,121.133,2.756,12:08:36.431
2806,0.978,3.0,119.724,171.6,3.814,23.3,20.4,0.308,34.5,90.0,39.2,24.6,119.724,3.625,12:08:37.757
2807,0.992,3.0,120.109,171.6,4.305,23.3,20.4,0.326,34.7,90.0,39.0,24.6,120.109,2.756,12:08:39.070
2808,0.969,3.0,119.954,171.6,4.267,23.3,20.4,0.283,34.1,90.0,38.8,24.6,119.954,2.643,12:08:40.368
2809,1.024,3.0,121.091,171.6,3.436,23.3,20.4,0.284,34.1,90.0,38.8,24.6,121.091,3.21,12:08:41.680
2810,1.012,3.0,119.459,171.6,4.682,23.3,20.4,0.261,34.5,90.0,39.2,24.6,119.459,3.738,12:08:43.006
2811,0.962,3.0,119.968,171.6,5.475,21.9,21.9,0.283,34.1,90.0,39.0,26.7,119.968,2.152,12:08:44.291
2812,1.014,3.0,119.849,171.6,4.342,21.9,21.9,0.294,33.6,90.0,38.6,26.7,119.849,2.643,12:08:45.602
2813,0.978,3.0,119.61,171.6,4.116,21.9,20.5,0.28,34.1,90.0,39.0,24.6,119.61,3.7,12:08:46.895
2814,0.977,3.0,119.779,171.6,3.663,23.3,20.4,0.298,34.5,90.0,38.8,24.6,119.779,4.003,12:08:48.186
2815,1.001,3.0,119.948,171.6,4.796,23.3,20.4,0.269,34.1,90.0,38.8,24.6,119.948,3.21,12:08:49.478
2816,0.986,3.0,120.088,171.6,3.852,21.9,21.9,0.286,34.1,90.0,39.5,26.7,120.088,2.87,12:08:50.769
2817,1.006,3.0,120.014,171.6,4.305,21.9,20.5,0.281,34.7,90.0,39.0,24.6,120.014,3.172,12:08:52.061
2818,0.941,3.0,119.769,171.6,4.04,23.3,20.4,0.291,34.5,90.0,39.0,24.5,119.769,3.021,12:08:53.371
2819,0.974,3.0,120.878,171.6,3.512,23.3,20.5,0.31,34.5,90.0,39.0,24.6,120.878,2.983,12:08:54.678
2820,1.029,3.0,119.706,171.6,4.229,21.9,20.5,0.286,33.8,90.0,39.0,24.6,119.706,3.21,12:08:55.970
2821,0.989,3.0,119.898,171.6,3.625,21.9,20.5,0.289,34.3,90.0,38.4,24.6,119.898,2.303,12:08:57.281
2822,1.002,3.0,119.892,171.6,3.965,21.9,21.9,0.299,34.7,90.0,39.0,26.7,119.892,3.021,12:08:58.586
2823,0.957,3.0,119.668,171.6,4.305,21.9,20.5,0.283,33.8,90.0,39.2,26.7,119.668,3.398,12:08:59.885
2824,0.996,3.0,120.375,171.6,3.814,21.9,20.5,0.28,33.6,90.0,39.0,24.6,120.375,3.059,12:09:01.192
2825,0.989,3.0,119.923,171.6,4.003,23.3,20.5,0.293,34.7,90.0,39.0,24.6,119.923,2.605,12:09:02.487
2826,0.995,3.0,120.223,171.6,3.587,21.9,20.5,0.273,34.3,90.0,39.0,24.6,120.223,2.379,12:09:03.786
2827,0.984,3.0,119.81,171.6,4.04,21.9,20.5,0.295,33.8,90.0,39.0,24.5,119.81,2.568,12:09:05.100
2828,0.927,3.0,120.636,171.6,3.814,23.3,20.5,0.281,34.1,90.0,39.2,24.5,120.636,2.983,12:09:06.424
2829,1.025,3.0,120.431,171.6,2.681,21.9,21.9,0.256,33.8,90.0,39.2,26.6,120.431,2.87,12:09:07.718
2830,0.963,3.0,120.008,171.6,4.758,21.9,20.5,0.298,34.9,90.0,39.5,24.5,120.008,3.059,12:09:09.036
2831,0.979,3.0,120.404,171.6,3.549,21.9,21.9,0.284,34.5,90.0,38.8,26.6,120.404,2.417,12:09:10.334
2832,1.001,3.0,119.905,171.6,3.852,21.9,21.9,0.305,34.3,90.0,39.0,26.6,119.905,3.436,12:09:11.625
2833,0.952,3.0,120.433,171.6,4.154,21.9,20.5,0.291,34.3,90.0,38.6,26.6,120.433,3.738,12:09:12.949
2834,1.012,3.0,120.162,171.6,3.549,23.3,20.5,0.288,33.6,90.0,39.0,24.5,120.162,2.454,12:09:14.238
2835,0.969,3.0,120.016,171.6,4.947,23.3,20.5,0.291,34.5,90.0,39.0,24.5,120.016,2.945,12:09:15.556
